web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,
"1582055826-1218","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Yes, it's me!","Zu wenig Funktion, Andruckkontrolle kaum spürbar. Teure Aufsätze. Nicht ideal.","14. August 2018","Nur putzen, wer sonst nichts will, o.k. Meine Freundin hat jetzt auch eine, ich habe sie zur Probe genutzt, Man merkt kaum, wenn man zu fest andrückt. Da muss ich schon die ganze Zeit genau aufpassen.  Mein Kauf: sehr schnelle Erstattung, da Fehllieferung. Im Nachhinein mein Glück, ich kaufe lieber eine Bürste mit mehr Funktionen, gerade der Andruck sollte nicht zu stark sein, das muss man deutlich mitkriegen! Viel zu lange Ladezeit! Liegt gut in der Hand. Teure Aufsätze überall bei Oral B, ich nehme Ersatzaufsätze bei unseren Oral B Pro 2 2900.","3,0 von 5 Sternen","","","null"
"1582055902-1461","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Mel D.","Einsteigermodell","25. Oktober 2018","Als einsteigermodell zu empfehlen. Die Akkulaufzeit lässt nach einigen Monaten nach, was sehr schade ist. Man muss ständig aufladen","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
"1582055843-1288","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","S.J.","Schlechter Akku ...","8. Juni 2019","Der Akku hält nicht lange. Nach weniger als zwei Jahren muss man sich eine holen. Sehr schade und merkwürdig, dass der Akku ziemlich zeitgleich mit dem Ende der Garantie kaputt geht. Lieber eine Andere holen. Intensität/ Stärke der Zahnbürste hängt zu sehr vom Akkustand ab. Direkt nach dem Aufladen, ist die Zahnbürste schmerzhaft.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582055846-1299","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Günstig aber mit Einschränkungen zu empfehlen.","5. April 2019","Bin nicht so begeistert. Leider fließt beim Zähneputzen durch die kleine ovale Aussparung das Wasser aus dem Mund auf die Hand. Mit der Reinigungsleistung bin ich jedoch zufrieden.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=critical&pageNumber=9&reviewerType=all_reviews","null"
"1582055836-1251","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Holger Grosious","An sich gutes Zahnbürste, aber...","7. August 2018","Die Zahnbürste ist an sich gut, aber die Akkulaufzeit ist eine Frechheit. Ich muss eigentlich jeden 2. Tag laden, weil der Akku so schnell leer geht. Hätte mehr von Oral B erwartet.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=critical&pageNumber=5&reviewerType=all_reviews","null"
"1582055841-1270","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Schlechter Akku","4. Juli 2019","ich war erstmal begeistert.
Dich die Akkulaufzeit nahm sehr schnell ab.
Nach ein paar wochen musste ich die Zahnbürste jedes Mal voll laden,damit ich mir einmal die Zähne putzen kann.
1x aufladen für 1x Zähne putzen? Das Produkt ist Müll","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews","null"
"1582055833-1245","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","RALF F.","Zahnbürste dreht sich nicht mehr, weil Akku hängt","27. Oktober 2018","Es ist bereits die  dritte elektrische Zahnbürste von Oral. Weltmarke, so dachte ich. Die jetzige ist 6 Monate alt und jetzt geht sie nicht mehr an. Anfänglich dachte, ich würde sie unzureichend trocknen, jetzt mache ich es und trotzdem bei geladenem Akku springt der Motor nicht an. Wenn man mal etwas klopft springt er kurz an, dreht aber nur mit Minimalleistung. Reklamation bei Oral Fehlanzeige. Jetzt wollte ich den Artikel bei Amazon reklamieren und zurückschicken, aber leider wird die Reparatur/Zurücksendung nicht angezeigt.

Ein weiterer Kauf kann man nicht andenken, denn innerhalb von 4-5 Jahren bereits 5 Zahnbürsten mit diesem Problem gehabt.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582055894-1431","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Verbraucher018357391","Akku","28. April 2017","direkt nach kauf hält der Akku schon nur 3 Tage?! Und das aufladen dauert über 10 Stunden? Also da würde ich auch gerne 10€ mehr bezahlen für die selbe Bürste mit einem akku der kein schlechter witz ist, sonst erfüllt sie ihren zweck ja gut. Aber in diesem zustand kann ich die Bürste nicht empfehlen.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&filterByStar=critical&pageNumber=23&reviewerType=all_reviews","null"
"1582055902-1467","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Amazon Kunde","Komplett in Ordnung","7. Januar 2018","Das Gerät ist grundsätzlich komplett in Ordnung und erfüllt seinen Zweck, ist aber meiner Meinung nach dann doch etwas zu laut!","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=critical&pageNumber=26&reviewerType=all_reviews","null"
"1582055876-1376","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","MG","Schwache Batterie ...","24. Oktober 2015","Eigentlich sollte das Gerät als Ersatz für unsere Bürste von 2011 sein, die man schon täglich laden musste. Aber die Enttäuschung mit der neuen ist groß: Bereits nach 2 Tagen muß neu geladen werden. Es wird also nicht lange dauern und wir werden wieder täglich ans Netz müssen (5 Watt pro Stunde) ...","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=critical&pageNumber=17&reviewerType=all_reviews","null"
"1582055854-1304","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Julia Moses","Keine Information","5. Dezember 2018","Habe für einen Bekannten bestellt. Kann nichts darüber aussagen","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=critical&pageNumber=10&reviewerType=all_reviews","null"
"1582055826-1210","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Markus","Schlechter Akku","20. Juni 2018","Ich habe die Bürste jetzt seit 9 Monaten im Täglichen Gebrauch.
Die Leistung des Akkus ist absolut mangelhaft.
Nach ca.3 Monaten hab ich schon gedacht, dass die Akkuzeit immer kürzer wird.
Jetzt nach 9 Monaten ist die elektronische Zahnbürste überhaupt nicht mehr zu gebrauchen, da nach einer Anwendung direkt leer.
Der Vorgänger hat drei Jahre gehalten und nur aufgrund optischer Mängel ersetzt.
Bin von Braun total entäuscht da man gute Sachen durch billiges Material ersetzt.
Werde notgedrungen die Konkurrenz testen.","1,0 von 5 Sternen","","","null"
"1582055896-1445","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","tamagotschi","reinigungsleistung gut, akku miserabel","17. August 2015","Hatte vorher schon eine elektrische Zahnbürste von Oral-B, war damit sehr zufrieden, habe mich daher wieder für Oral-B entschieden. Dieses Modell würde ich auf keinen Fall mehr wählen und kann es auch nicht weiterempfehlen. Die Reinigungsleistung ist gut, auch die Fibration nach jeweils 30 Sekunden finde ich gut, aber der Akku ist echt miserabel. Jede Woche muss das Gerät an die Ladestation, sehr nervig! Mein voriges Modell lief Wochenlang ohne Probleme!","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=critical&pageNumber=24&reviewerType=all_reviews","null"
"1582055905-1471","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","1","Schlecht gebauter Bürstenkopf neigt zur Verschmutzung","2. November 2016","Schlecht gebauter Bürstenkopf neigt zur Verschmutzung:

durch viele kleine Öffnung ist der Bürstenkopf sehr anfällig für Kalk und andere Ablagerungen.
Das Geld wird hier beim verkauf von neuen Bürstenköpfen gemacht.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=critical&pageNumber=27&reviewerType=all_reviews","null"
"1582055831-1233","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Julia","Unhygienisch im design","14. Mai 2016","Die Zahnbürste an sicj reinigt gut die Zähne. Sie fühlen sich danach glatt an.Was mich sehr gestört hat war, dass es viele stellen gibt wo das Wasser nicht trocknet.Unter dem Bürstenkopfaufstatz oder direkt unter der Ladestelle.Da sammeln sich trotz guter Reinugubg mit Wasser nach 2-3Mal putzen Bakterien.Das hat richtig gerochen.Mit sowas sich dann die Zähne zu putzen ist kontroproduktiv.Hatte das ewige putzen der Bürte satt und bin wieder auf eine normale Handzahnbürste gewechselt.Die trocknet gut und stinkt nicht.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=critical&pageNumber=3&reviewerType=all_reviews","null"
"1582055829-1220","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Luccabrasi","Kostenoptimierte Zahnbürste","8. Juni 2019","P&G meint nun eine sehr kostenoptimierte Zahnbürste auf den Markt zu bringen, das merkt man auch. Wir hatten zwei von diesen Zahnbürsten, die Reinigung ist ok aber wenn beide Teile nach ca. 8 Monate mit einen schwachen Akku ausfallen (beide wurden bei verschiedenen Anbieter gekauft) ist das Murks. Wer heue noch NiMH-Akku verbaut möchte nur seine Margen erhöhen da der Hersteller weiß das der Akku nicht lange hält. Desweiteren sind die Zahnbürsten sehr laut und vibrieren stark. Wir haben uns nun für eine Xiaomi Zahnbürste entschieden mit einen 1000 mAH Li-io Akku. Da hat man Power bis zum letzten Prozent. Der Motor ist stärker und die Zahnbürste ist viel ruhiger und hat kaum Vibrationen. Ist nun seit ca. 8 Monaten in Betrieb und läuft ohne Probleme.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews","null"
"1582055885-1405","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Sitara Winston","Setzt ständig aus","23. Januar 2018","Seit ich dieses Produkt habe, habe ich Probleme beim durchputzen in zwei Minuten - von oben links nach recht, rechts unten nach links - dann innen von links nach rechts unten dann oben innen von rechts nach links und wiederholen des Procedere. In der Zeit Aussetzer von Sekunden.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055833-1241","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Sebastian R.","Akku naja","26. November 2019","Die Zahnbürste tut ihren Dienst, das Geratter beim Zähneputzen mit solchen elektrischen Zahnbürsten ist das gleiche wie vor Jahren, als diese Bürsten zum ersten Mal auf dem Markt erschienen. Da hat sich leider nicht viel getan. Auch der Akku ist anscheinend nicht besser geworden... nach einem Jahr nimmt die Akkuleistung merklich ab und man muss nach 2mal Putzen den Stecker wieder in die Steckdose schieben. Die Timerfunktion ist für mich sinnlos.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=critical&pageNumber=4&reviewerType=all_reviews","null"
"1582055841-1279","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","HE","Sehr gute Funktion","16. Januar 2018","Trotzdem gibt es zwei Punkte Abzug: Einmal dafür, dass der Akku nur 5 Tage durchhält und den anderen, dafür, dass es über 20h dauert, um ihn wieder aufzuladen. Für denjenigen, der seine Zahnbürste dauerhaft auf dem Ladegerät stehen lässt, sind diese Punkte ohne Bedeutung","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=critical&pageNumber=7&reviewerType=all_reviews","null"
"1582055843-1285","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Joe","Akku lädt nicht mehr.","8. Oktober 2018","Zahnbürste Mai 2018 gekauft. Heute am 8.10.18 lässt sich der Akku nicht mehr aufladen. Was nun?","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=critical&pageNumber=8&reviewerType=all_reviews","null"
"1582055879-1380","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Manfred Podlaha","Langzeitverhalten völlig ungenügend","13. März 2018","Ich schließe mich gerne den meisten Testberichten an, dass die Reinigungsleistung der Zahnbürste gut bis sehr gut ist. Allerdings stelle ich auch fest, dass pünktlich nach Ablauf der Gewährleistung der Akku dramatisch in seiner Leistung nachlässt. Zur Zeit lade ich nach zweimaligem Zähneputzen jeden Tag. Das ist aus meiner Sicht schon deswegen unzumutbar, weil die Ladezeit bis zur vollen Leistung gut 15 Stunden beträgt. Ein Einzelfall ist das leider nicht. Ich hatte jetzt 3 elektrische Zahnbürsten von ORAL in Folge, auch unterschiedliche (sehr teure) Modelle. Bei allen war der Verlauf gleich. Ich werde jetzt daher ein anderes Fabrikat testen, befürchte aber keine Besserung. Vermutlich endet es wieder beim Gebrauch der guten alten Zahnbürste. Den einen Stern gibt es für die Reinigungsleistung.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055885-1400","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Benjamin M.","Akkulaufzeit leider ungenügend","1. November 2017","An sich finde ich die Reinigungsqualität und die Verarbeitung für den Preis angemessen. Leider ist in unserem zwei Personenhaushalt der Akku nach zwei Tagen komplett leer. Das führt dazu, dass die Zahnbürste eigentlich ständig am Strom hängt. Das könnte unsere alte Phillips Zahnbürste wesentlich besser. Schade. Daher leider nur zwei Sterne.","2,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=critical&pageNumber=20&reviewerType=all_reviews","null"
"1582055879-1385","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Marina Sam","Naja.","9. Januar 2017","7 Monate alt und schon nicht mehr voll funktionsfähig. Lädt kaum noch auf. Muss jeden Tag an die Steckdose. Unvorteilhaft.","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=critical&pageNumber=18&reviewerType=all_reviews","null"
"1582055829-1227","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Sabrina","Leider nicht begeistert","28. Dezember 2017","Mein Akku ging leider schon nach zwei Monaten kaputt.. Umtauschen konnte ich es auch nicht mehr landete leider in den Müll","1,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=critical&pageNumber=2&reviewerType=all_reviews","null"
"1582055857-1314","https://www.amazon.de/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&filterByStar=critical&reviewerType=all_reviews&pageNumber=1#reviews-filter-bar","Franz Wuorner","Braun, Markenware","7. Dezember 2015","ich habe sie einmal benutzt und mit frischer Bürste ""verschenkt"". Ich empfand die rotierende Bürste extrem laut und unangenehm...
Würde ich nicht mehr wieder kaufen.","3,0 von 5 Sternen","Weiter→","https://www.amazon.de/Oral-B-600-CrossAction-Elektrische-Zahnb%C3%BCrste/product-reviews/B00KBWBPRY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=critical&pageNumber=11&reviewerType=all_reviews","null"
